Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;2051;Client T02050;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2051;Client T02050;phone;Téléphone complété d'un zéro initial (perdu par le tableur);359597138;+33359597138;
Repris avec correction automatique;export_clients_cavegest.xlsx;2052;Client T02051;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2052;Client T02051;phone;Téléphone complété d'un zéro initial (perdu par le tableur);161843762;+33161843762;
Repris avec correction automatique;export_clients_cavegest.xlsx;2052;Client T02051;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);665211324;+33665211324;
Repris avec correction automatique;export_clients_cavegest.xlsx;2053;Client T02052;phone;Téléphone complété d'un zéro initial (perdu par le tableur);171467982;+33171467982;
Repris avec correction automatique;export_clients_cavegest.xlsx;2054;Client T02053;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2054;Client T02053;phone;Téléphone complété d'un zéro initial (perdu par le tableur);546135562;+33546135562;
Repris avec correction automatique;export_clients_cavegest.xlsx;2055;Client T02054;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2055;Client T02054;phone;Téléphone complété d'un zéro initial (perdu par le tableur);360097749;+33360097749;
Repris avec correction automatique;export_clients_cavegest.xlsx;2055;Client T02054;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);627487903;+33627487903;
Repris avec correction automatique;export_clients_cavegest.xlsx;2056;Client T02055;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2056;Client T02055;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2056;Client T02055;phone;Téléphone complété d'un zéro initial (perdu par le tableur);226694263;+33226694263;
Repris avec correction automatique;export_clients_cavegest.xlsx;2057;Client T02056;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2058;Client T02057;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2059;Client T02058;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);636880878;+33636880878;
Repris avec correction automatique;export_clients_cavegest.xlsx;2060;Client T02059;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2060;Client T02059;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2061;Client T02060;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);454805910;+33454805910;
Repris avec correction automatique;export_clients_cavegest.xlsx;2061;Client T02060;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2061;Client T02060;phone;Téléphone complété d'un zéro initial (perdu par le tableur);454805910;+33454805910;
Repris avec correction automatique;export_clients_cavegest.xlsx;2061;Client T02060;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);686198817;+33686198817;
Repris avec correction automatique;export_clients_cavegest.xlsx;2061;Client T02060;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2062;Client T02061;phone;Téléphone complété d'un zéro initial (perdu par le tableur);288566202;+33288566202;
Repris avec correction automatique;export_clients_cavegest.xlsx;2063;Client T02062;phone;Téléphone complété d'un zéro initial (perdu par le tableur);321882871;+33321882871;
Repris avec correction automatique;export_clients_cavegest.xlsx;2064;Client T02063;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2064;Client T02063;phone;Téléphone complété d'un zéro initial (perdu par le tableur);534167016;+33534167016;
Repris avec correction automatique;export_clients_cavegest.xlsx;2065;Client T02064;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2065;Client T02064;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2065;Client T02064;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2065;Client T02064;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2067;Client T02066;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);683799724;+33683799724;
Repris avec correction automatique;export_clients_cavegest.xlsx;2068;Client T02067;phone;Téléphone complété d'un zéro initial (perdu par le tableur);282051814;+33282051814;
Repris avec correction automatique;export_clients_cavegest.xlsx;2068;Client T02067;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);630540069;+33630540069;
Repris avec correction automatique;export_clients_cavegest.xlsx;2069;Client T02068;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);618716219;+33618716219;
Repris avec correction automatique;export_clients_cavegest.xlsx;2070;Client T02069;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2070;Client T02069;phone;Téléphone complété d'un zéro initial (perdu par le tableur);498327034;+33498327034;
Repris avec correction automatique;export_clients_cavegest.xlsx;2071;Client T02070;phone;Téléphone complété d'un zéro initial (perdu par le tableur);282912463;+33282912463;
Repris avec correction automatique;export_clients_cavegest.xlsx;2072;Client T02071;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2072;Client T02071;phone;Téléphone complété d'un zéro initial (perdu par le tableur);558870123;+33558870123;
Repris avec correction automatique;export_clients_cavegest.xlsx;2072;Client T02071;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2073;Client T02072;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2073;Client T02072;phone;Téléphone complété d'un zéro initial (perdu par le tableur);227364439;+33227364439;
Repris avec correction automatique;export_clients_cavegest.xlsx;2073;Client T02072;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);631787853;+33631787853;
Repris avec correction automatique;export_clients_cavegest.xlsx;2074;Client T02073;phone;Téléphone complété d'un zéro initial (perdu par le tableur);357608592;+33357608592;
Repris avec correction automatique;export_clients_cavegest.xlsx;2074;Client T02073;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);646651937;+33646651937;
Repris avec correction automatique;export_clients_cavegest.xlsx;2075;Client T02074;phone;Téléphone complété d'un zéro initial (perdu par le tableur);152339919;+33152339919;
Repris avec correction automatique;export_clients_cavegest.xlsx;2075;Client T02074;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);654471004;+33654471004;
Repris avec correction automatique;export_clients_cavegest.xlsx;2077;Client T02076;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2078;Client T02077;phone;Téléphone complété d'un zéro initial (perdu par le tableur);366097685;+33366097685;
Repris avec correction automatique;export_clients_cavegest.xlsx;2078;Client T02077;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2079;Client T02078;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2079;Client T02078;phone;Téléphone complété d'un zéro initial (perdu par le tableur);381150374;+33381150374;
Repris avec correction automatique;export_clients_cavegest.xlsx;2079;Client T02078;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);662221695;+33662221695;
Repris avec correction automatique;export_clients_cavegest.xlsx;2082;Client T02081;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);558720797;+33558720797;
Repris avec correction automatique;export_clients_cavegest.xlsx;2082;Client T02081;phone;Téléphone complété d'un zéro initial (perdu par le tableur);558720797;+33558720797;
Repris avec correction automatique;export_clients_cavegest.xlsx;2083;Client T02082;phone;Téléphone complété d'un zéro initial (perdu par le tableur);567344561;+33567344561;
Repris avec correction automatique;export_clients_cavegest.xlsx;2084;Client T02083;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2084;Client T02083;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2084;Client T02083;phone;Téléphone complété d'un zéro initial (perdu par le tableur);186406601;+33186406601;
Repris avec correction automatique;export_clients_cavegest.xlsx;2085;Client T02084;phone;Téléphone complété d'un zéro initial (perdu par le tableur);159757714;+33159757714;
Repris avec correction automatique;export_clients_cavegest.xlsx;2085;Client T02084;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2086;Client T02085;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);616441050;+33616441050;
Repris avec correction automatique;export_clients_cavegest.xlsx;2088;Client T02087;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2088;Client T02087;phone;Téléphone complété d'un zéro initial (perdu par le tableur);357437021;+33357437021;
Repris avec correction automatique;export_clients_cavegest.xlsx;2088;Client T02087;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2090;Client T02089;phone;Téléphone complété d'un zéro initial (perdu par le tableur);420084650;+33420084650;
Repris avec correction automatique;export_clients_cavegest.xlsx;2091;Client T02090;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2091;Client T02090;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);665087068;+33665087068;
Repris avec correction automatique;export_clients_cavegest.xlsx;2091;Client T02090;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2092;Client T02091;phone;Téléphone complété d'un zéro initial (perdu par le tableur);183005249;+33183005249;
Repris avec correction automatique;export_clients_cavegest.xlsx;2092;Client T02091;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2093;Client T02092;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2094;Client T02093;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);672630996;+33672630996;
Repris avec correction automatique;export_clients_cavegest.xlsx;2095;Client T02094;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2095;Client T02094;phone;Téléphone complété d'un zéro initial (perdu par le tableur);253384696;+33253384696;
Repris avec correction automatique;export_clients_cavegest.xlsx;2095;Client T02094;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2096;Client T02095;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2097;Client T02096;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2097;Client T02096;phone;Téléphone complété d'un zéro initial (perdu par le tableur);584313152;+33584313152;
Repris avec correction automatique;export_clients_cavegest.xlsx;2098;Client T02097;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2098;Client T02097;phone;Téléphone complété d'un zéro initial (perdu par le tableur);380198233;+33380198233;
Repris avec correction automatique;export_clients_cavegest.xlsx;2099;Client T02098;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2099;Client T02098;phone;Téléphone complété d'un zéro initial (perdu par le tableur);569517557;+33569517557;
Repris avec correction automatique;export_clients_cavegest.xlsx;2100;Client T02099;phone;Téléphone complété d'un zéro initial (perdu par le tableur);419031145;+33419031145;
Repris avec correction automatique;export_clients_cavegest.xlsx;2100;Client T02099;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2103;Client T02102;phone;Téléphone complété d'un zéro initial (perdu par le tableur);177446287;+33177446287;
Repris avec correction automatique;export_clients_cavegest.xlsx;2103;Client T02102;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);643321291;+33643321291;
Repris avec correction automatique;export_clients_cavegest.xlsx;2104;Client T02103;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);119171830;+33119171830;
Repris avec correction automatique;export_clients_cavegest.xlsx;2104;Client T02103;phone;Téléphone complété d'un zéro initial (perdu par le tableur);119171830;+33119171830;
Repris avec correction automatique;export_clients_cavegest.xlsx;2105;Client T02104;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2105;Client T02104;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2106;Client T02105;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2106;Client T02105;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2107;Client T02106;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2108;Client T02107;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2109;Client T02108;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);669208978;+33669208978;
Repris avec correction automatique;export_clients_cavegest.xlsx;2110;Client T02109;phone;Téléphone complété d'un zéro initial (perdu par le tableur);386648782;+33386648782;
Repris avec correction automatique;export_clients_cavegest.xlsx;2110;Client T02109;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);679085515;+33679085515;
Repris avec correction automatique;export_clients_cavegest.xlsx;2111;Client T02110;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2111;Client T02110;phone;Téléphone complété d'un zéro initial (perdu par le tableur);535620333;+33535620333;
Repris avec correction automatique;export_clients_cavegest.xlsx;2111;Client T02110;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);643920189;+33643920189;
Repris avec correction automatique;export_clients_cavegest.xlsx;2111;Client T02110;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2112;Client T02111;phone;Téléphone complété d'un zéro initial (perdu par le tableur);166339662;+33166339662;
Repris avec correction automatique;export_clients_cavegest.xlsx;2112;Client T02111;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);611710869;+33611710869;
Repris avec correction automatique;export_clients_cavegest.xlsx;2114;Client T02113;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2114;Client T02113;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);637787740;+33637787740;
Repris avec correction automatique;export_clients_cavegest.xlsx;2115;Client T02114;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);675669579;+33675669579;
Repris avec correction automatique;export_clients_cavegest.xlsx;2116;Client T02115;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2117;Client T02116;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2117;Client T02116;phone;Téléphone complété d'un zéro initial (perdu par le tableur);224162378;+33224162378;
Repris avec correction automatique;export_clients_cavegest.xlsx;2117;Client T02116;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);684965225;+33684965225;
Repris avec correction automatique;export_clients_cavegest.xlsx;2118;Client T02117;phone;Téléphone complété d'un zéro initial (perdu par le tableur);440266452;+33440266452;
Repris avec correction automatique;export_clients_cavegest.xlsx;2119;Client T02118;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);615060884;+33615060884;
Repris avec correction automatique;export_clients_cavegest.xlsx;2121;Client T02120;phone;Téléphone complété d'un zéro initial (perdu par le tableur);491575643;+33491575643;
Repris avec correction automatique;export_clients_cavegest.xlsx;2121;Client T02120;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);680577203;+33680577203;
Repris avec correction automatique;export_clients_cavegest.xlsx;2122;Client T02121;phone;Téléphone complété d'un zéro initial (perdu par le tableur);485890971;+33485890971;
Repris avec correction automatique;export_clients_cavegest.xlsx;2123;Client T02122;phone;Téléphone complété d'un zéro initial (perdu par le tableur);240246531;+33240246531;
Repris avec correction automatique;export_clients_cavegest.xlsx;2125;Client T02124;phone;Téléphone complété d'un zéro initial (perdu par le tableur);276245885;+33276245885;
Repris avec correction automatique;export_clients_cavegest.xlsx;2126;Client T02125;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);171616509;+33171616509;
Repris avec correction automatique;export_clients_cavegest.xlsx;2126;Client T02125;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2126;Client T02125;phone;Téléphone complété d'un zéro initial (perdu par le tableur);171616509;+33171616509;
Repris avec correction automatique;export_clients_cavegest.xlsx;2126;Client T02125;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);613029719;+33613029719;
Repris avec correction automatique;export_clients_cavegest.xlsx;2126;Client T02125;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2127;Client T02126;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2127;Client T02126;phone;Téléphone complété d'un zéro initial (perdu par le tableur);226793918;+33226793918;
Repris avec correction automatique;export_clients_cavegest.xlsx;2128;Client T02127;phone;Téléphone complété d'un zéro initial (perdu par le tableur);370099776;+33370099776;
Repris avec correction automatique;export_clients_cavegest.xlsx;2129;Client T02128;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2129;Client T02128;phone;Téléphone complété d'un zéro initial (perdu par le tableur);589543749;+33589543749;
Repris avec correction automatique;export_clients_cavegest.xlsx;2129;Client T02128;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2131;Client T02130;phone;Téléphone complété d'un zéro initial (perdu par le tableur);467827392;+33467827392;
Repris avec correction automatique;export_clients_cavegest.xlsx;2132;Client T02131;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);686981924;+33686981924;
Repris avec correction automatique;export_clients_cavegest.xlsx;2133;Client T02132;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2133;Client T02132;phone;Téléphone complété d'un zéro initial (perdu par le tableur);153015168;+33153015168;
Repris avec correction automatique;export_clients_cavegest.xlsx;2135;Client T02134;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2137;Client T02136;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2137;Client T02136;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2138;Client T02137;phone;Téléphone complété d'un zéro initial (perdu par le tableur);153508290;+33153508290;
Repris avec correction automatique;export_clients_cavegest.xlsx;2138;Client T02137;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);614065215;+33614065215;
Repris avec correction automatique;export_clients_cavegest.xlsx;2139;Client T02138;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2140;Client T02139;phone;Téléphone complété d'un zéro initial (perdu par le tableur);275840734;+33275840734;
Repris avec correction automatique;export_clients_cavegest.xlsx;2141;Client T02140;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2141;Client T02140;phone;Téléphone complété d'un zéro initial (perdu par le tableur);116939216;+33116939216;
Repris avec correction automatique;export_clients_cavegest.xlsx;2142;Client T02141;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2142;Client T02141;phone;Téléphone complété d'un zéro initial (perdu par le tableur);152921586;+33152921586;
Repris avec correction automatique;export_clients_cavegest.xlsx;2143;Client T02142;phone;Téléphone complété d'un zéro initial (perdu par le tableur);542046474;+33542046474;
Repris avec correction automatique;export_clients_cavegest.xlsx;2143;Client T02142;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2145;Client T02144;phone;Téléphone complété d'un zéro initial (perdu par le tableur);177884437;+33177884437;
Repris avec correction automatique;export_clients_cavegest.xlsx;2145;Client T02144;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2146;Client T02145;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);620050590;+33620050590;
Repris avec correction automatique;export_clients_cavegest.xlsx;2147;Client T02146;phone;Téléphone complété d'un zéro initial (perdu par le tableur);511725432;+33511725432;
Repris avec correction automatique;export_clients_cavegest.xlsx;2147;Client T02146;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);682219818;+33682219818;
Repris avec correction automatique;export_clients_cavegest.xlsx;2148;Client T02147;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);636870247;+33636870247;
Repris avec correction automatique;export_clients_cavegest.xlsx;2149;Client T02148;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2150;Client T02149;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2150;Client T02149;phone;Téléphone complété d'un zéro initial (perdu par le tableur);433013603;+33433013603;
Repris avec correction automatique;export_clients_cavegest.xlsx;2151;Client T02150;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2151;Client T02150;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2151;Client T02150;phone;Téléphone complété d'un zéro initial (perdu par le tableur);553593377;+33553593377;
Repris avec correction automatique;export_clients_cavegest.xlsx;2151;Client T02150;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);634891029;+33634891029;
Repris avec correction automatique;export_clients_cavegest.xlsx;2152;Client T02151;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);252233950;+33252233950;
Repris avec correction automatique;export_clients_cavegest.xlsx;2152;Client T02151;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2152;Client T02151;phone;Téléphone complété d'un zéro initial (perdu par le tableur);252233950;+33252233950;
Repris avec correction automatique;export_clients_cavegest.xlsx;2153;Client T02152;phone;Téléphone complété d'un zéro initial (perdu par le tableur);315544673;+33315544673;
Repris avec correction automatique;export_clients_cavegest.xlsx;2153;Client T02152;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);614225401;+33614225401;
Repris avec correction automatique;export_clients_cavegest.xlsx;2154;Client T02153;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2154;Client T02153;phone;Téléphone complété d'un zéro initial (perdu par le tableur);553516516;+33553516516;
Repris avec correction automatique;export_clients_cavegest.xlsx;2155;Client T02154;phone;Téléphone complété d'un zéro initial (perdu par le tableur);118752679;+33118752679;
Repris avec correction automatique;export_clients_cavegest.xlsx;2156;Client T02155;phone;Téléphone complété d'un zéro initial (perdu par le tableur);155556195;+33155556195;
Repris avec correction automatique;export_clients_cavegest.xlsx;2158;Client T02157;phone;Téléphone complété d'un zéro initial (perdu par le tableur);180733298;+33180733298;
Repris avec correction automatique;export_clients_cavegest.xlsx;2159;Client T02158;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2160;Client T02159;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2160;Client T02159;phone;Téléphone complété d'un zéro initial (perdu par le tableur);318594380;+33318594380;
Repris avec correction automatique;export_clients_cavegest.xlsx;2161;Client T02160;phone;Téléphone complété d'un zéro initial (perdu par le tableur);531099132;+33531099132;
Repris avec correction automatique;export_clients_cavegest.xlsx;2161;Client T02160;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);650848854;+33650848854;
Repris avec correction automatique;export_clients_cavegest.xlsx;2162;Client T02161;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2162;Client T02161;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2162;Client T02161;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);685701434;+33685701434;
Repris avec correction automatique;export_clients_cavegest.xlsx;2164;Client T02163;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;2164;Client T02163;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2165;Client T02164;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;2165;Client T02164;phone;Téléphone complété d'un zéro initial (perdu par le tableur);520512152;+33520512152;
Repris avec correction automatique;export_clients_cavegest.xlsx;2166;Client T02165;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);424113596;+33424113596;
Repris avec correction automatique;export_clients_cavegest.xlsx;2166;Client T02165;phone;Téléphone complété d'un zéro initial (perdu par le tableur);424113596;+33424113596;
Repris avec correction automatique;export_clients_cavegest.xlsx;2167;Client T02166;phone;Téléphone complété d'un zéro initial (perdu par le tableur);512892613;+33512892613;
Repris avec correction automatique;export_clients_cavegest.xlsx;2168;Client T02167;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2168;Client T02167;phone;Téléphone complété d'un zéro initial (perdu par le tableur);130310041;+33130310041;
Repris avec correction automatique;export_clients_cavegest.xlsx;2168;Client T02167;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);654037835;+33654037835;
Repris avec correction automatique;export_clients_cavegest.xlsx;2169;Client T02168;phone;Téléphone complété d'un zéro initial (perdu par le tableur);272934579;+33272934579;
Repris avec correction automatique;export_clients_cavegest.xlsx;2169;Client T02168;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);648700189;+33648700189;
Repris avec correction automatique;export_clients_cavegest.xlsx;2170;Client T02169;phone;Téléphone complété d'un zéro initial (perdu par le tableur);131155482;+33131155482;
Repris avec correction automatique;export_clients_cavegest.xlsx;2171;Client T02170;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;2171;Client T02170;phone;Téléphone complété d'un zéro initial (perdu par le tableur);445899436;+33445899436;
Repris avec correction automatique;export_clients_cavegest.xlsx;2172;Client T02171;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);658932617;+33658932617;
Repris avec correction automatique;export_clients_cavegest.xlsx;2172;Client T02171;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;2173;Client T02172;phone;Téléphone complété d'un zéro initial (perdu par le tableur);362381984;+33362381984;
Repris avec correction automatique;export_clients_cavegest.xlsx;2174;Client T02173;phone;Téléphone complété d'un zéro initial (perdu par le tableur);125424050;+33125424050;
Repris avec correction automatique;export_clients_cavegest.xlsx;2175;Client T02174;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
